Campaign ID,Campaign Month,Customer ID,Customer Full Name,Customer Email,Recommendation 1,Recommendation 2,Recommendation 3,Discount Percent,Coupon Code,Scheduled Day,Status,Retry Count,Last Attempt At,Sent At,Reactivated At,Coupon Status,Coupon Redeemed At,Coupon Transaction ID,Last Error
REACTIVA-2026-09,2026-09,CUST000195,Vivek Sharma,vivek.sharma.cust000195@reactiva.example,Running Shoes,Sneakers,Slippers,10,SQSHZL,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000200,Aarav Verma,aarav.verma.cust000200@reactiva.example,Running Shoes,Sneakers,Slippers,10,P6SY76,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000230,Ananya Kumar,ananya.kumar.cust000230@reactiva.example,Running Shoes,Sneakers,Slippers,10,2CZEKF,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000245,Rahul Joshi,rahul.joshi.cust000245@reactiva.example,Running Shoes,Sneakers,Slippers,10,AEAAIY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000254,Riya Mishra,riya.mishra.cust000254@reactiva.example,Saree,Kurta,Jacket,10,RJBMYZ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000274,Riya Rao,riya.rao.cust000274@reactiva.example,Running Shoes,Sneakers,Slippers,10,JWWLRY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000275,Nisha Reddy,nisha.reddy.cust000275@reactiva.example,Saree,Kurta,Jacket,10,66CDLK,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000281,Aditya Kapoor,aditya.kapoor.cust000281@reactiva.example,Bag,Sunglasses,Backpack,10,O5XEEE,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000306,Raj Verma,raj.verma.cust000306@reactiva.example,Bag,Sunglasses,Backpack,10,UY6TTT,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000308,Riya Reddy,riya.reddy.cust000308@reactiva.example,Saree,Kurta,Jacket,10,XI5CQK,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000312,Sonia Patel,sonia.patel.cust000312@reactiva.example,Saree,Kurta,Jacket,10,6OTSD5,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000319,Sneha Kumar,sneha.kumar.cust000319@reactiva.example,Running Shoes,Sneakers,Slippers,10,OZGGEX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000327,Isha Sharma,isha.sharma.cust000327@reactiva.example,Saree,Kurta,Jacket,10,2VZCGY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000329,Aditya Mishra,aditya.mishra.cust000329@reactiva.example,Saree,Kurta,Jacket,10,AWMGRN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000348,Varun Joshi,varun.joshi.cust000348@reactiva.example,Saree,Kurta,Jacket,10,CIP5T7,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000413,Ananya Singh,ananya.singh.cust000413@reactiva.example,Saree,Kurta,Jacket,10,MFCW3P,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000428,Ravi Mehta,ravi.mehta.cust000428@reactiva.example,Running Shoes,Sneakers,Slippers,10,24NS3B,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000433,Simran Mehta,simran.mehta.cust000433@reactiva.example,Saree,Kurta,Jacket,10,2RMTG6,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000451,Manish Mehta,manish.mehta.cust000451@reactiva.example,Saree,Kurta,Jacket,10,JYQW4L,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000461,Rahul Reddy,rahul.reddy.cust000461@reactiva.example,Running Shoes,Sneakers,Slippers,10,Y2F3WN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000484,Ravi Desai,ravi.desai.cust000484@reactiva.example,Bag,Sunglasses,Backpack,10,RPY7TN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000555,Kavya Patel,kavya.patel.cust000555@reactiva.example,Saree,Kurta,Jacket,10,3C4BY7,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000573,Anjali Iyer,anjali.iyer.cust000573@reactiva.example,Running Shoes,Sneakers,Slippers,10,NFW5RD,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000582,Aarav Reddy,aarav.reddy.cust000582@reactiva.example,Saree,Kurta,Jacket,10,2YYWEK,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000591,Priya Bhat,priya.bhat.cust000591@reactiva.example,Saree,Kurta,Jacket,10,NC2VVC,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000604,Vivek Rao,vivek.rao.cust000604@reactiva.example,Running Shoes,Sneakers,Slippers,10,HPRD6F,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000636,Aanya Iyer,aanya.iyer.cust000636@reactiva.example,Saree,Kurta,Jacket,10,XTGN23,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000693,Rahul Khanna,rahul.khanna.cust000693@reactiva.example,Saree,Kurta,Jacket,10,HJNANR,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000704,Arjun Reddy,arjun.reddy.cust000704@reactiva.example,Bag,Sunglasses,Backpack,10,U4OWGY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000708,Kiran Gupta,kiran.gupta.cust000708@reactiva.example,Saree,Kurta,Jacket,10,DH5NPG,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000734,Simran Kumar,simran.kumar.cust000734@reactiva.example,Bag,Sunglasses,Backpack,10,PMML6U,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000738,Manish Singh,manish.singh.cust000738@reactiva.example,Running Shoes,Sneakers,Slippers,10,HJYWIL,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000748,Kiran Patel,kiran.patel.cust000748@reactiva.example,Running Shoes,Sneakers,Slippers,10,CAEVIB,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000756,Riya Kumar,riya.kumar.cust000756@reactiva.example,Saree,Kurta,Jacket,10,WXSVMK,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000771,Vivek Rao,vivek.rao.cust000771@reactiva.example,Bag,Sunglasses,Backpack,10,YNCNUY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000782,Ravi Desai,ravi.desai.cust000782@reactiva.example,Bag,Sunglasses,Backpack,10,XLMUNM,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000796,Kiran Kapoor,kiran.kapoor.cust000796@reactiva.example,Bag,Sunglasses,Backpack,10,XGONCN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000826,Priya Khanna,priya.khanna.cust000826@reactiva.example,Saree,Kurta,Jacket,10,PQWTWA,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000866,Kiran Saxena,kiran.saxena.cust000866@reactiva.example,Running Shoes,Sneakers,Slippers,10,IRZAUT,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000873,Neha Desai,neha.desai.cust000873@reactiva.example,Running Shoes,Sneakers,Slippers,10,VWQAUY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000874,Varun Rao,varun.rao.cust000874@reactiva.example,Running Shoes,Sneakers,Slippers,10,O3KV6S,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000916,Aditya Reddy,aditya.reddy.cust000916@reactiva.example,Running Shoes,Sneakers,Slippers,10,TWGEGS,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000924,Sneha Chopra,sneha.chopra.cust000924@reactiva.example,Saree,Kurta,Jacket,10,33ABAV,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000945,Rakesh Bhat,rakesh.bhat.cust000945@reactiva.example,Running Shoes,Sneakers,Slippers,10,CZDDFX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000958,Divya Mehta,divya.mehta.cust000958@reactiva.example,Running Shoes,Sneakers,Slippers,10,AUQ6NP,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000963,Karan Reddy,karan.reddy.cust000963@reactiva.example,Bag,Sunglasses,Backpack,10,WDJ5SC,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000967,Ravi Rao,ravi.rao.cust000967@reactiva.example,Bag,Sunglasses,Backpack,10,MLZ4Q7,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST000981,Kavya Malhotra,kavya.malhotra.cust000981@reactiva.example,Bag,Sunglasses,Backpack,10,4PTRQI,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001007,Simran Mehta,simran.mehta.cust001007@reactiva.example,Running Shoes,Sneakers,Slippers,10,KQWE2G,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001031,Akash Patel,akash.patel.cust001031@reactiva.example,Saree,Kurta,Jacket,10,CFESPH,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001047,Anjali Malhotra,anjali.malhotra.cust001047@reactiva.example,Bag,Sunglasses,Backpack,10,AIWGRG,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001050,Raj Mishra,raj.mishra.cust001050@reactiva.example,Bag,Sunglasses,Backpack,10,3YQP7M,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001087,Rakesh Gupta,rakesh.gupta.cust001087@reactiva.example,Running Shoes,Sneakers,Slippers,10,DWS6JQ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001127,Sneha Verma,sneha.verma.cust001127@reactiva.example,Saree,Kurta,Jacket,10,I2RJVB,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001133,Kavya Desai,kavya.desai.cust001133@reactiva.example,Running Shoes,Sneakers,Slippers,10,QWGROR,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001182,Rakesh Saxena,rakesh.saxena.cust001182@reactiva.example,Saree,Kurta,Jacket,10,7DUDFD,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001204,Sanjay Khanna,sanjay.khanna.cust001204@reactiva.example,Running Shoes,Sneakers,Slippers,10,3LTD3N,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001207,Aarav Desai,aarav.desai.cust001207@reactiva.example,Saree,Kurta,Jacket,10,2L4H5W,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001212,Aanya Nair,aanya.nair.cust001212@reactiva.example,Saree,Kurta,Jacket,10,AMR7OZ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001213,Rakesh Mehta,rakesh.mehta.cust001213@reactiva.example,Saree,Kurta,Jacket,10,NDSK45,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001225,Kavya Nair,kavya.nair.cust001225@reactiva.example,Saree,Kurta,Jacket,10,BSW2GF,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001228,Aanya Kumar,aanya.kumar.cust001228@reactiva.example,Bag,Sunglasses,Backpack,10,72PMZX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001231,Aditya Kumar,aditya.kumar.cust001231@reactiva.example,Running Shoes,Sneakers,Slippers,10,66UN3L,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001242,Sneha Bhat,sneha.bhat.cust001242@reactiva.example,Running Shoes,Sneakers,Slippers,10,LBJA46,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001250,Priya Saxena,priya.saxena.cust001250@reactiva.example,Saree,Kurta,Jacket,10,3TTZVH,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001287,Rahul Saxena,rahul.saxena.cust001287@reactiva.example,Running Shoes,Sneakers,Slippers,10,6RBTY7,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001297,Diya Patel,diya.patel.cust001297@reactiva.example,Saree,Kurta,Jacket,10,SR4MZU,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001298,Ananya Chopra,ananya.chopra.cust001298@reactiva.example,Saree,Kurta,Jacket,10,XVLSTO,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001309,Simran Kumar,simran.kumar.cust001309@reactiva.example,Bag,Sunglasses,Backpack,10,CYO57Z,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001311,Tanya Verma,tanya.verma.cust001311@reactiva.example,Saree,Kurta,Jacket,10,SSXWU5,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001319,Deepika Sharma,deepika.sharma.cust001319@reactiva.example,Running Shoes,Sneakers,Slippers,10,NQEBIN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001343,Meera Bhat,meera.bhat.cust001343@reactiva.example,Running Shoes,Sneakers,Slippers,10,SCMFSK,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001350,Sneha Singh,sneha.singh.cust001350@reactiva.example,Bag,Sunglasses,Backpack,10,6PKNFG,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001356,Isha Joshi,isha.joshi.cust001356@reactiva.example,Bag,Sunglasses,Backpack,10,ADRFPF,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001368,Vikram Kapoor,vikram.kapoor.cust001368@reactiva.example,Saree,Kurta,Jacket,10,GFSTGZ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001401,Isha Mishra,isha.mishra.cust001401@reactiva.example,Running Shoes,Sneakers,Slippers,10,RWWC6O,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001402,Aanya Iyer,aanya.iyer.cust001402@reactiva.example,Saree,Kurta,Jacket,10,X46KXM,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001428,Akash Bhat,akash.bhat.cust001428@reactiva.example,Saree,Kurta,Jacket,10,AME22P,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001432,Isha Singh,isha.singh.cust001432@reactiva.example,Bag,Sunglasses,Backpack,10,CAOV5R,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001433,Diya Verma,diya.verma.cust001433@reactiva.example,Bag,Sunglasses,Backpack,10,FVUHED,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001439,Kiran Mehta,kiran.mehta.cust001439@reactiva.example,Saree,Kurta,Jacket,10,WONBFE,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001443,Sneha Mishra,sneha.mishra.cust001443@reactiva.example,Bag,Sunglasses,Backpack,10,YVSVHB,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001445,Aarav Chopra,aarav.chopra.cust001445@reactiva.example,Running Shoes,Sneakers,Slippers,10,HPEESP,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001461,Diya Bhat,diya.bhat.cust001461@reactiva.example,Bag,Sunglasses,Backpack,10,FF5HK3,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001474,Rakesh Patel,rakesh.patel.cust001474@reactiva.example,Bag,Sunglasses,Backpack,10,HEOHC5,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001475,Ananya Malhotra,ananya.malhotra.cust001475@reactiva.example,Running Shoes,Sneakers,Slippers,10,HNFEPC,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001520,Nisha Mehta,nisha.mehta.cust001520@reactiva.example,Bag,Sunglasses,Backpack,10,JV4NBV,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001528,Sneha Saxena,sneha.saxena.cust001528@reactiva.example,Running Shoes,Sneakers,Slippers,10,CM2VEI,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001550,Aditi Malhotra,aditi.malhotra.cust001550@reactiva.example,Bag,Sunglasses,Backpack,10,RT6KAO,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001571,Diya Mishra,diya.mishra.cust001571@reactiva.example,Running Shoes,Sneakers,Slippers,10,63QQAQ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001574,Sneha Khanna,sneha.khanna.cust001574@reactiva.example,Saree,Kurta,Jacket,10,PA7XGM,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001581,Rohan Bhat,rohan.bhat.cust001581@reactiva.example,Saree,Kurta,Jacket,10,VQ7YUE,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001598,Meera Singh,meera.singh.cust001598@reactiva.example,Running Shoes,Sneakers,Slippers,10,UUBMFP,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001614,Arjun Nair,arjun.nair.cust001614@reactiva.example,Saree,Kurta,Jacket,10,FHXJPS,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001676,Simran Chopra,simran.chopra.cust001676@reactiva.example,Bag,Sunglasses,Backpack,10,3FODUO,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001692,Divya Rao,divya.rao.cust001692@reactiva.example,Saree,Kurta,Jacket,10,CXXHAS,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001704,Deepika Saxena,deepika.saxena.cust001704@reactiva.example,Running Shoes,Sneakers,Slippers,10,SABNLI,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001715,Varun Reddy,varun.reddy.cust001715@reactiva.example,Bag,Sunglasses,Backpack,10,E6C7TT,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001724,Priya Gupta,priya.gupta.cust001724@reactiva.example,Running Shoes,Sneakers,Slippers,10,4K5NJY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001752,Neha Chopra,neha.chopra.cust001752@reactiva.example,Running Shoes,Sneakers,Slippers,10,ROSEYY,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001755,Aditi Sharma,aditi.sharma.cust001755@reactiva.example,Bag,Sunglasses,Backpack,10,BNNOAH,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001777,Sneha Rao,sneha.rao.cust001777@reactiva.example,Running Shoes,Sneakers,Slippers,10,YLYYMN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001778,Raj Kapoor,raj.kapoor.cust001778@reactiva.example,Saree,Kurta,Jacket,10,3Z2SDX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001779,Kavya Reddy,kavya.reddy.cust001779@reactiva.example,Saree,Kurta,Jacket,10,MIYV4F,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001806,Sameer Gupta,sameer.gupta.cust001806@reactiva.example,Running Shoes,Sneakers,Slippers,10,UDD75W,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001810,Amit Saxena,amit.saxena.cust001810@reactiva.example,Saree,Kurta,Jacket,10,X4RUGH,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001814,Sanjay Desai,sanjay.desai.cust001814@reactiva.example,Bag,Sunglasses,Backpack,10,2FRFGV,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001817,Anjali Mishra,anjali.mishra.cust001817@reactiva.example,Bag,Sunglasses,Backpack,10,UJIJEP,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001825,Aarav Khanna,aarav.khanna.cust001825@reactiva.example,Bag,Sunglasses,Backpack,10,7PCOGH,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001826,Neha Gupta,neha.gupta.cust001826@reactiva.example,Saree,Kurta,Jacket,10,YZJYFN,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001829,Aditya Bhat,aditya.bhat.cust001829@reactiva.example,Saree,Kurta,Jacket,10,KDKU4B,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001852,Rohan Malhotra,rohan.malhotra.cust001852@reactiva.example,Saree,Kurta,Jacket,10,CEHMBX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001857,Nikhil Singh,nikhil.singh.cust001857@reactiva.example,Bag,Sunglasses,Backpack,10,EBJCTM,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001870,Vikram Iyer,vikram.iyer.cust001870@reactiva.example,Running Shoes,Sneakers,Slippers,10,MXWRSX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001896,Aarav Bhat,aarav.bhat.cust001896@reactiva.example,Saree,Kurta,Jacket,10,CPWDUD,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001916,Tanya Verma,tanya.verma.cust001916@reactiva.example,Running Shoes,Sneakers,Slippers,10,F7ET3U,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001918,Varun Rao,varun.rao.cust001918@reactiva.example,Bag,Sunglasses,Backpack,10,Z6ALDC,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001921,Akash Iyer,akash.iyer.cust001921@reactiva.example,Running Shoes,Sneakers,Slippers,10,M45MTJ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001932,Dev Rao,dev.rao.cust001932@reactiva.example,Saree,Kurta,Jacket,10,5QK2RQ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001935,Vivek Kapoor,vivek.kapoor.cust001935@reactiva.example,Saree,Kurta,Jacket,10,BATLUU,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001942,Riya Verma,riya.verma.cust001942@reactiva.example,Running Shoes,Sneakers,Slippers,10,WUCH6E,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001952,Ravi Nair,ravi.nair.cust001952@reactiva.example,Bag,Sunglasses,Backpack,10,DDTAZS,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST001976,Simran Gupta,simran.gupta.cust001976@reactiva.example,Running Shoes,Sneakers,Slippers,10,XSGEXF,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002003,Rahul Verma,rahul.verma.cust002003@reactiva.example,Running Shoes,Sneakers,Slippers,10,XXR7LC,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002006,Aditi Iyer,aditi.iyer.cust002006@reactiva.example,Saree,Kurta,Jacket,10,OFDKWX,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002008,Divya Rao,divya.rao.cust002008@reactiva.example,Running Shoes,Sneakers,Slippers,10,U2NZR3,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002070,Aanya Kapoor,aanya.kapoor.cust002070@reactiva.example,Bag,Sunglasses,Backpack,10,O2WKFQ,1,PENDING,0,,,,ACTIVE,,,
REACTIVA-2026-09,2026-09,CUST002092,Sameer Saxena,sameer.saxena.cust002092@reactiva.example,Saree,Kurta,Jacket,10,WXHP3X,1,PENDING,0,,,,ACTIVE,,,
